Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,HTHG,HTAG,HTR,HF,AF,HY,AY,HR,AR,Time,FTR,Season
2023-12-03,Sassuolo,Roma,3.8,3.75,1.91,1.75,2.05,0.5,1.96,1.97,1,0,H,10,11,4,1,1,0,17:00,A,2023/2024
2023-12-03,Napoli,Inter,2.8,3.5,2.4,1.75,2.05,0.25,1.81,2.13,0,1,A,2,13,2,2,0,0,19:45,A,2023/2024
2023-12-04,Torino,Atalanta,2.9,3.2,2.45,2.2,1.65,0.25,1.73,2.08,1,0,H,12,14,2,2,0,0,19:45,H,2023/2024
2023-12-08,Juventus,Napoli,2.25,3.25,3.25,2.1,1.7,-0.25,1.98,1.95,0,0,D,11,12,2,4,0,0,19:45,H,2023/2024
2023-12-09,Verona,Lazio,4.2,3.4,1.95,2.15,1.67,0.5,1.88,2.02,0,1,A,16,11,2,4,1,0,14:00,D,2023/2024
2023-12-09,Atalanta,Milan,2.5,3.2,3.0,2.05,1.75,0.0,1.83,2.07,1,1,D,11,11,1,5,0,1,17:00,H,2023/2024
2023-12-09,Inter,Udinese,1.29,6.5,9.0,1.57,2.35,-1.75,2.03,1.78,3,0,H,9,6,0,1,0,0,19:45,H,2023/2024
2023-12-10,Frosinone,Torino,3.4,3.2,2.25,2.15,1.67,0.25,1.95,1.95,0,0,D,13,17,3,3,0,0,11:30,D,2023/2024
2023-12-10,Monza,Genoa,2.15,3.1,3.75,2.3,1.6,-0.25,1.88,2.02,0,0,D,11,13,1,2,0,0,14:00,H,2023/2024
2023-12-10,Salernitana,Bologna,3.75,3.3,2.05,2.1,1.7,0.25,2.05,1.75,0,2,A,20,15,7,2,0,0,17:00,A,2023/2024
2023-12-10,Roma,Fiorentina,2.1,3.3,3.5,2.15,1.67,-0.25,1.84,2.06,1,0,H,14,14,5,3,2,1,19:45,D,2023/2024
2023-12-11,Empoli,Lecce,2.55,3.2,3.0,2.08,1.73,-0.25,2.1,1.7,0,0,D,14,18,2,2,0,0,17:30,D,2023/2024
2023-12-11,Cagliari,Sassuolo,2.3,3.5,3.0,1.7,2.1,-0.25,2.04,1.86,0,1,A,15,15,1,7,0,1,19:45,H,2023/2024
2023-12-15,Genoa,Juventus,4.75,3.2,1.91,2.7,1.44,0.5,1.99,1.94,0,1,A,14,12,2,3,0,0,19:45,D,2023/2024
2023-12-16,Lecce,Frosinone,2.15,3.3,3.5,2.08,1.82,-0.25,1.89,2.04,1,1,D,8,14,1,4,0,0,14:00,H,2023/2024
2023-12-16,Napoli,Cagliari,1.33,5.0,9.5,1.57,2.35,-1.5,2.0,1.93,0,0,D,9,10,5,3,0,0,17:00,H,2023/2024
2023-12-16,Torino,Empoli,1.6,3.8,6.0,2.05,1.85,-1.0,2.11,1.82,1,0,H,15,10,4,2,0,0,19:45,H,2023/2024
2023-12-17,Milan,Monza,1.62,4.33,5.0,1.8,2.0,-1.0,2.11,1.82,2,0,H,8,8,1,2,0,0,11:30,H,2023/2024
2023-12-17,Fiorentina,Verona,1.4,5.0,7.0,1.75,2.05,-1.25,1.98,1.95,0,0,D,11,12,3,1,0,0,14:00,H,2023/2024
2023-12-17,Udinese,Sassuolo,2.25,3.5,3.1,1.7,2.1,-0.25,2.02,1.91,1,0,H,13,6,3,1,1,0,14:00,D,2023/2024
2023-12-17,Bologna,Roma,2.38,3.0,3.25,2.5,1.5,-0.25,2.1,1.83,1,0,H,16,16,4,4,0,0,17:00,H,2023/2024
2023-12-17,Lazio,Inter,4.75,3.8,1.73,2.05,1.85,0.75,1.92,2.01,0,1,A,13,15,1,2,1,0,19:45,A,2023/2024
2023-12-18,Atalanta,Salernitana,1.3,5.5,10.0,1.57,2.35,-1.5,1.93,2.0,0,1,A,9,11,1,2,0,0,19:45,H,2023/2024
2023-12-22,Empoli,Lazio,4.2,3.4,1.91,2.15,1.67,0.5,1.91,1.99,0,1,A,6,17,3,2,0,0,17:30,A,2023/2024
2023-12-22,Sassuolo,Genoa,2.25,3.3,3.25,2.02,1.88,-0.25,1.99,1.91,1,0,H,11,9,2,1,0,0,17:30,A,2023/2024
2023-12-22,Monza,Fiorentina,2.88,3.2,2.55,2.1,1.7,0.0,2.06,1.84,0,1,A,12,16,3,4,0,0,19:45,A,2023/2024
2023-12-22,Salernitana,Milan,8.0,4.5,1.44,1.65,2.2,1.25,1.95,1.95,1,1,D,16,11,3,1,1,0,19:45,D,2023/2024
2023-12-23,Frosinone,Juventus,6.0,3.75,1.62,2.08,1.82,0.75,2.06,1.84,0,1,A,6,12,0,2,0,0,11:30,A,2023/2024
2023-12-23,Bologna,Atalanta,2.7,3.2,2.75,2.1,1.7,0.0,1.95,1.95,0,0,D,10,14,2,4,0,0,14:00,H,2023/2024
2023-12-23,Torino,Udinese,1.75,3.5,5.0,2.25,1.62,-0.75,2.04,1.86,0,0,D,10,11,2,2,0,0,14:00,D,2023/2024
2023-12-23,Inter,Lecce,1.22,7.0,11.0,1.65,2.2,-1.75,1.95,1.95,1,0,H,8,14,1,3,0,1,17:00,H,2023/2024
2023-12-23,Verona,Cagliari,2.38,3.25,3.1,2.08,1.73,-0.25,2.06,1.84,0,0,D,8,19,3,4,0,1,17:00,H,2023/2024
2023-12-23,Roma,Napoli,3.0,3.1,2.5,2.15,1.67,0.0,2.11,1.79,0,0,D,19,12,7,4,0,2,19:45,H,2023/2024
2023-12-29,Fiorentina,Torino,2.1,3.2,3.6,2.35,1.57,-0.25,1.88,2.05,0,0,D,11,15,4,2,0,0,17:30,H,2023/2024
2023-12-29,Napoli,Monza,1.62,4.0,5.5,1.73,2.08,-1.0,2.09,1.84,0,0,D,10,21,4,4,0,0,17:30,D,2023/2024
2023-12-29,Genoa,Inter,5.5,3.8,1.65,2.3,1.6,0.75,2.05,1.88,1,1,D,13,15,2,2,0,0,19:45,D,2023/2024
2023-12-29,Lazio,Frosinone,1.67,3.8,5.25,2.05,1.85,-0.75,1.86,2.07,0,0,D,18,15,3,2,0,0,19:45,H,2023/2024
2023-12-30,Atalanta,Lecce,1.4,4.6,8.0,1.92,1.98,-1.25,2.07,1.86,0,0,D,10,16,2,2,0,0,11:30,H,2023/2024
2023-12-30,Cagliari,Empoli,2.05,3.4,3.6,2.05,1.85,-0.25,1.75,2.05,0,0,D,18,18,1,3,0,0,14:00,D,2023/2024
2023-12-30,Udinese,Bologna,3.5,3.1,2.25,2.4,1.53,0.25,1.98,1.95,1,0,H,15,14,2,5,0,0,14:00,H,2023/2024
2023-12-30,Milan,Sassuolo,1.45,4.75,6.5,1.5,2.5,-1.25,2.01,1.92,0,0,D,8,7,0,1,0,0,17:00,H,2023/2024
2023-12-30,Verona,Salernitana,1.91,3.4,4.2,2.08,1.73,-0.5,1.95,1.98,0,0,D,14,13,2,2,0,0,17:00,A,2023/2024
2023-12-30,Juventus,Roma,2.05,3.0,4.2,2.7,1.44,-0.25,1.73,2.08,0,0,D,15,14,1,1,0,0,19:45,H,2023/2024
2024-01-05,Bologna,Genoa,2.05,3.0,4.33,2.7,1.44,-0.5,2.08,1.82,0,1,A,8,10,3,3,0,0,19:45,D,2023/2024
2024-01-06,Inter,Verona,1.17,8.0,13.0,1.5,2.5,-2.0,1.92,1.98,1,0,H,16,15,0,2,0,1,11:30,H,2023/2024
2024-01-06,Frosinone,Monza,2.63,3.3,2.7,1.93,1.97,0.0,1.95,1.95,0,2,A,11,16,3,5,0,0,14:00,A,2023/2024
2024-01-06,Lecce,Cagliari,2.2,3.25,3.4,2.2,1.65,-0.25,1.92,1.98,1,0,H,20,14,1,1,0,0,17:00,D,2023/2024
2024-01-06,Sassuolo,Fiorentina,3.25,3.5,2.15,1.73,2.08,0.25,1.97,1.93,1,0,H,10,14,3,2,0,0,19:45,H,2023/2024
2024-01-07,Empoli,Milan,5.25,3.8,1.67,1.75,2.05,0.75,2.04,1.86,0,2,A,9,13,1,2,0,0,11:30,A,2023/2024
2024-01-07,Torino,Napoli,2.9,3.2,2.5,2.2,1.65,0.0,2.09,1.81,1,0,H,7,10,0,2,0,1,14:00,H,2023/2024
2024-01-07,Udinese,Lazio,3.5,3.2,2.2,2.2,1.65,0.25,1.98,1.92,0,1,A,16,22,5,3,0,0,14:00,A,2023/2024
2024-01-07,Salernitana,Juventus,7.5,4.5,1.4,1.95,1.95,1.25,1.91,1.99,1,0,H,9,15,3,5,1,0,17:00,A,2023/2024
2024-01-07,Roma,Atalanta,2.4,3.2,3.1,2.15,1.67,-0.25,2.05,1.85,1,1,D,14,14,1,6,0,0,19:45,D,2023/2024
2024-01-13,Genoa,Torino,2.9,3.0,2.63,2.7,1.44,0.0,2.06,1.84,0,0,D,11,11,3,2,0,0,14:00,D,2023/2024
2024-01-13,Napoli,Salernitana,1.33,5.0,8.5,1.57,2.35,-1.5,1.99,1.91,1,1,D,15,10,3,2,0,0,14:00,H,2023/2024
2024-01-13,Verona,Empoli,2.15,3.25,3.5,2.1,1.7,-0.25,1.9,2.0,1,0,H,20,17,4,3,1,0,17:00,H,2023/2024
2024-01-13,Monza,Inter,7.0,4.0,1.5,1.88,2.02,1.0,2.06,1.84,0,2,A,6,12,2,2,0,0,19:45,A,2023/2024
2024-01-14,Lazio,Lecce,1.65,3.6,5.75,2.1,1.7,-0.75,1.88,2.02,0,0,D,14,12,4,4,0,0,11:30,H,2023/2024
2024-01-14,Cagliari,Bologna,3.0,3.1,2.5,2.4,1.53,0.25,1.77,2.14,1,1,D,12,8,3,2,0,0,14:00,H,2023/2024
2024-01-14,Fiorentina,Udinese,1.67,3.75,5.5,2.06,1.84,-0.75,1.88,2.02,0,1,A,14,13,1,1,0,0,17:00,D,2023/2024
2024-01-14,Milan,Roma,2.2,3.2,3.5,2.15,1.67,-0.25,1.85,2.05,1,0,H,12,9,2,3,0,0,19:45,H,2023/2024
2024-01-15,Atalanta,Frosinone,1.44,4.5,7.5,1.62,2.25,-1.25,1.98,1.92,3,0,H,11,8,0,1,0,0,19:45,H,2023/2024
2024-01-16,Juventus,Sassuolo,1.4,4.2,8.5,1.73,2.08,-1.25,1.93,1.97,2,0,H,9,9,0,2,0,0,19:45,H,2023/2024
2024-01-20,Roma,Verona,1.44,4.2,8.5,2.08,1.73,-1.0,1.73,2.08,2,0,H,14,12,2,2,0,0,17:00,H,2023/2024
2024-01-20,Udinese,Milan,4.0,3.8,1.85,1.91,1.99,0.5,1.99,1.91,1,1,D,12,9,6,1,0,0,19:45,A,2023/2024
2024-01-21,Frosinone,Cagliari,2.4,3.4,2.9,2.01,1.89,-0.25,2.06,1.84,0,1,A,11,18,3,5,0,0,11:30,H,2023/2024
2024-01-21,Empoli,Monza,2.8,3.3,2.55,2.08,1.82,0.0,2.06,1.84,2,0,H,15,10,1,3,0,0,14:00,H,2023/2024
2024-01-21,Salernitana,Genoa,3.6,3.2,2.15,2.4,1.53,0.25,2.03,1.87,1,1,D,7,15,0,5,0,0,17:00,A,2023/2024
2024-01-21,Lecce,Juventus,6.0,3.5,1.65,2.35,1.57,0.75,2.04,1.86,0,0,D,8,12,1,1,0,0,19:45,A,2023/2024
2024-01-26,Cagliari,Torino,3.5,3.2,2.2,2.4,1.53,0.25,1.98,1.92,0,2,A,12,12,2,4,0,0,19:45,A,2023/2024
2024-01-27,Atalanta,Udinese,1.5,4.5,6.0,1.73,2.08,-1.0,1.85,2.05,2,0,H,8,11,2,1,0,0,14:00,H,2023/2024
2024-01-27,Juventus,Empoli,1.29,5.5,10.0,1.87,2.03,-1.5,1.98,1.92,0,0,D,11,6,1,1,1,0,17:00,D,2023/2024
2024-01-27,Milan,Bologna,1.67,3.75,5.25,2.08,1.73,-0.75,1.95,1.95,1,1,D,16,12,5,3,0,0,19:45,D,2023/2024
2024-01-28,Genoa,Lecce,2.1,3.1,4.0,2.6,1.48,-0.5,2.09,1.81,0,1,A,12,17,0,2,0,0,11:30,H,2023/2024
2024-01-28,Monza,Sassuolo,2.25,3.4,3.2,1.75,2.05,-0.25,2.02,1.88,1,0,H,8,13,1,3,0,0,14:00,H,2023/2024
2024-01-28,Verona,Frosinone,2.45,3.3,2.9,2.03,1.87,-0.25,2.09,1.81,1,0,H,17,12,2,2,0,0,14:00,D,2023/2024
2024-01-28,Lazio,Napoli,2.25,3.3,3.3,2.25,1.62,-0.25,1.95,1.95,0,0,D,11,11,3,2,0,0,17:00,D,2023/2024
2024-01-28,Fiorentina,Inter,4.2,3.6,1.85,1.97,1.93,0.5,1.98,1.92,0,1,A,6,12,2,3,0,0,19:45,A,2023/2024
2024-01-29,Salernitana,Roma,5.25,3.8,1.67,2.08,1.73,0.75,2.05,1.85,0,0,D,12,12,2,3,0,0,19:45,A,2023/2024
2024-02-02,Lecce,Fiorentina,3.75,3.2,2.1,2.15,1.67,0.25,2.1,1.83,1,0,H,13,14,3,3,0,0,19:45,H,2023/2024
2024-02-03,Empoli,Genoa,3.0,3.0,2.6,2.5,1.5,0.0,2.14,1.8,0,0,D,11,12,2,3,0,1,14:00,D,2023/2024
2024-02-03,Udinese,Monza,2.25,3.3,3.3,2.04,1.86,-0.25,1.93,2.0,0,0,D,12,13,3,2,0,0,14:00,D,2023/2024
2024-02-03,Frosinone,Milan,5.0,4.2,1.62,1.6,2.3,0.75,2.08,1.85,1,1,D,10,13,1,3,0,0,17:00,A,2023/2024
2024-02-03,Bologna,Sassuolo,1.7,3.75,5.0,2.05,1.85,-0.75,2.0,1.93,1,2,A,12,10,1,3,0,0,19:45,H,2023/2024
2024-02-04,Torino,Salernitana,1.5,4.0,7.5,2.15,1.67,-1.0,1.92,2.01,0,0,D,11,8,2,1,0,0,11:30,D,2023/2024
2024-02-04,Napoli,Verona,1.4,4.5,8.5,1.87,2.03,-1.25,1.99,1.94,0,0,D,11,14,3,2,0,0,14:00,H,2023/2024
2024-02-04,Atalanta,Lazio,2.05,3.4,3.75,2.15,1.67,-0.5,2.11,1.82,2,0,H,13,14,2,3,0,0,17:00,H,2023/2024
2024-02-04,Inter,Juventus,1.8,3.5,4.75,2.2,1.65,-0.5,1.78,2.03,1,0,H,8,8,2,2,0,0,19:45,H,2023/2024
2024-02-05,Roma,Cagliari,1.44,4.33,7.5,1.87,2.03,-1.0,1.73,2.08,2,0,H,8,12,1,1,0,0,19:45,H,2023/2024
2024-02-09,Salernitana,Empoli,2.38,3.2,3.2,2.35,1.57,-0.25,2.07,1.86,0,1,A,10,17,3,2,0,0,19:45,A,2023/2024
2024-02-10,Cagliari,Lazio,3.5,3.3,2.15,2.3,1.6,0.25,2.04,1.89,0,1,A,6,9,1,3,0,0,14:00,A,2023/2024
2024-02-10,Roma,Inter,4.2,3.5,1.91,2.15,1.67,0.5,2.02,1.91,2,1,H,9,14,2,0,0,0,17:00,A,2023/2024
2024-02-10,Sassuolo,Torino,3.4,3.3,2.2,2.05,1.75,0.25,2.01,1.92,1,1,D,12,11,1,3,0,0,19:45,D,2023/2024
2024-02-11,Fiorentina,Frosinone,1.5,4.33,6.5,1.75,2.05,-1.0,1.91,2.02,3,0,H,16,8,3,1,0,0,11:30,H,2023/2024
2024-02-11,Bologna,Lecce,1.73,3.6,5.25,2.2,1.65,-0.75,1.92,1.98,2,0,H,10,13,1,2,0,0,14:00,H,2023/2024
2024-02-11,Monza,Verona,2.05,3.4,3.75,2.2,1.65,-0.25,1.75,2.05,0,0,D,19,15,1,2,0,0,14:00,D,2023/2024
2024-02-11,Genoa,Atalanta,3.75,3.3,2.05,2.2,1.65,0.5,1.82,2.11,0,1,A,8,13,3,4,0,0,17:00,A,2023/2024
2024-02-11,Milan,Napoli,1.95,3.6,3.8,1.8,2.0,-0.5,1.99,1.94,1,0,H,9,12,1,1,0,0,19:45,H,2023/2024
2024-02-12,Juventus,Udinese,1.44,4.5,8.0,2.04,1.86,-1.25,2.05,1.88,0,1,A,15,10,3,3,0,0,19:45,A,2023/2024
2024-02-14,Bologna,Fiorentina,2.3,3.2,3.2,2.2,1.65,-0.25,2.05,1.85,1,0,H,11,8,2,3,0,0,18:00,H,2023/2024
2024-02-16,Torino,Lecce,1.8,3.4,4.75,2.25,1.62,-0.5,1.83,2.07,0,0,D,16,11,1,4,0,1,18:00,H,2023/2024
2024-02-16,Inter,Salernitana,1.14,8.5,15.0,1.44,2.7,-2.25,1.99,1.91,3,0,H,9,9,0,1,0,0,20:00,H,2023/2024
2024-02-17,Napoli,Genoa,1.6,3.75,6.0,2.1,1.7,-0.75,1.81,2.09,0,0,D,9,13,3,2,0,0,14:00,D,2023/2024
2024-02-17,Verona,Juventus,5.75,3.5,1.67,2.3,1.6,0.75,2.0,1.9,1,1,D,8,10,0,0,0,0,17:00,D,2023/2024
2024-02-17,Atalanta,Sassuolo,1.36,5.5,8.0,1.48,2.6,-1.5,1.99,1.91,1,0,H,10,9,0,0,0,0,19:45,H,2023/2024
2024-02-18,Lazio,Bologna,2.3,3.1,3.4,2.5,1.5,-0.25,2.01,1.89,1,1,D,5,11,2,3,0,0,11:30,A,2023/2024
2024-02-18,Empoli,Fiorentina,3.75,3.3,2.05,2.1,1.7,0.25,2.09,1.81,0,1,A,15,14,3,2,0,0,14:00,D,2023/2024
2024-02-18,Udinese,Cagliari,1.91,3.6,4.0,2.05,1.75,-0.5,1.88,2.02,1,1,D,14,10,3,2,0,0,14:00,D,2023/2024
2024-02-18,Frosinone,Roma,3.8,3.75,1.91,1.73,2.08,0.5,1.95,1.95,0,1,A,10,16,0,3,0,0,17:00,A,2023/2024
2024-02-18,Monza,Milan,4.75,3.5,1.8,1.97,1.93,0.75,1.85,2.05,2,0,H,11,10,4,1,0,1,19:45,H,2023/2024
2024-02-22,Torino,Lazio,2.4,2.9,3.25,2.7,1.44,-0.25,2.09,1.81,0,0,D,11,7,3,2,0,1,19:45,A,2023/2024
2024-02-23,Bologna,Verona,1.55,3.8,7.0,2.1,1.7,-1.0,2.06,1.84,1,0,H,12,15,2,2,0,0,19:45,H,2023/2024
2024-02-24,Sassuolo,Empoli,2.2,3.4,3.3,2.03,1.87,-0.25,1.95,1.95,0,1,A,12,14,1,3,0,0,14:00,A,2023/2024
2024-02-24,Salernitana,Monza,3.0,3.1,2.5,2.1,1.7,0.0,2.1,1.7,0,0,D,6,13,2,2,0,0,17:00,A,2023/2024
2024-02-24,Genoa,Udinese,2.25,3.0,3.6,2.6,1.48,-0.25,1.95,1.95,2,0,H,9,17,1,4,0,1,19:45,H,2023/2024
2024-02-25,Juventus,Frosinone,1.3,5.5,10.0,1.67,2.15,-1.5,1.98,1.92,2,2,D,12,6,2,2,0,0,11:30,H,2023/2024
2024-02-25,Cagliari,Napoli,4.2,3.75,1.83,1.88,2.02,0.5,2.02,1.88,0,0,D,12,12,4,1,0,0,14:00,D,2023/2024
2024-02-25,Lecce,Inter,7.0,4.5,1.44,1.73,2.08,1.25,1.89,2.01,0,1,A,13,6,1,2,0,0,17:00,A,2023/2024
2024-02-25,Milan,Atalanta,2.38,3.4,3.0,1.75,2.05,-0.25,2.06,1.84,1,1,D,12,16,1,4,0,0,19:45,D,2023/2024
2024-02-26,Roma,Torino,1.91,3.25,4.5,2.4,1.53,-0.5,1.95,1.95,1,1,D,12,16,2,2,0,0,17:30,H,2023/2024
2024-02-26,Fiorentina,Lazio,2.25,3.1,3.5,2.2,1.65,-0.25,1.95,1.95,0,1,A,15,12,0,2,0,0,19:45,H,2023/2024
2024-02-28,Sassuolo,Napoli,4.0,3.8,1.8,1.7,2.1,0.75,1.86,2.04,1,3,A,3,5,0,0,0,0,17:00,A,2023/2024
2024-02-28,Inter,Atalanta,1.62,4.0,5.5,1.75,2.05,-0.75,1.81,2.09,2,0,H,10,15,2,6,0,0,19:45,H,2023/2024
2024-03-01,Lazio,Milan,3.5,3.2,2.2,2.1,1.7,0.25,2.03,1.87,0,0,D,17,19,5,6,3,0,19:45,A,2023/2024
2024-03-02,Udinese,Salernitana,1.65,3.8,5.75,2.05,1.85,-0.75,1.86,2.04,1,1,D,13,13,6,1,1,0,14:00,D,2023/2024
2024-03-02,Monza,Roma,3.75,3.4,2.05,2.03,1.87,0.5,1.82,2.08,0,2,A,11,18,1,4,0,0,17:00,A,2023/2024
2024-03-02,Torino,Fiorentina,2.63,3.0,2.9,2.4,1.53,0.0,1.85,2.05,0,0,D,13,13,2,4,1,0,19:45,D,2023/2024
2024-03-03,Verona,Sassuolo,2.2,3.4,3.25,2.03,1.87,-0.25,1.95,1.95,0,0,D,23,10,4,2,0,0,11:30,H,2023/2024
2024-03-03,Empoli,Cagliari,2.15,3.25,3.6,2.1,1.7,-0.25,1.82,2.08,0,0,D,11,15,0,3,0,0,14:00,A,2023/2024
2024-03-03,Frosinone,Lecce,2.25,3.3,3.3,1.99,1.91,-0.25,1.97,1.93,1,0,H,11,10,1,1,0,0,14:00,D,2023/2024
2024-03-03,Atalanta,Bologna,1.91,3.4,4.2,2.08,1.73,-0.5,1.99,1.91,1,0,H,11,12,3,2,0,0,17:00,A,2023/2024
2024-03-03,Napoli,Juventus,2.38,3.1,3.3,2.35,1.57,-0.25,2.03,1.87,1,0,H,6,16,1,4,0,0,19:45,H,2023/2024
2024-03-04,Inter,Genoa,1.3,5.75,9.5,1.75,2.05,-1.75,2.05,1.75,2,0,H,5,17,2,3,0,0,19:45,H,2023/2024
2024-03-08,Napoli,Torino,1.75,3.6,5.0,2.2,1.65,-0.75,2.04,1.89,0,0,D,9,13,2,2,0,0,19:45,D,2023/2024
2024-03-09,Cagliari,Salernitana,1.83,3.6,4.33,2.02,1.88,-0.5,1.87,2.06,2,0,H,16,11,1,2,0,0,14:00,H,2023/2024
2024-03-09,Sassuolo,Frosinone,2.2,3.6,3.1,1.65,2.2,-0.25,2.0,1.93,0,0,D,14,9,3,1,0,0,14:00,H,2023/2024
2024-03-09,Bologna,Inter,3.5,3.3,2.15,2.1,1.7,0.25,2.03,1.9,0,1,A,17,12,2,1,0,0,17:00,A,2023/2024
2024-03-09,Genoa,Monza,2.15,3.2,3.5,2.4,1.53,-0.25,1.85,2.08,0,2,A,11,10,1,1,0,0,19:45,A,2023/2024
2024-03-10,Lecce,Verona,2.2,3.25,3.4,2.3,1.6,-0.25,1.94,1.99,0,1,A,15,19,3,3,0,1,11:30,A,2023/2024
2024-03-10,Milan,Empoli,1.44,5.0,6.5,1.7,2.1,-1.25,2.03,1.9,1,0,H,18,13,1,4,0,0,14:00,H,2023/2024
2024-03-10,Juventus,Atalanta,2.2,3.3,3.3,2.1,1.7,-0.25,1.98,1.95,0,1,A,12,10,0,1,0,0,17:00,D,2023/2024
2024-03-10,Fiorentina,Roma,2.55,3.3,2.75,2.07,1.83,0.0,1.9,2.03,1,0,H,10,15,2,5,0,0,19:45,D,2023/2024
2024-03-11,Lazio,Udinese,1.91,3.5,4.0,2.15,1.67,-0.5,1.94,1.99,0,0,D,9,15,3,6,0,1,19:45,A,2023/2024
2024-03-15,Empoli,Bologna,4.0,3.2,2.0,2.35,1.57,0.5,1.85,2.08,0,0,D,19,12,4,0,0,0,19:45,A,2023/2024
2024-03-16,Monza,Cagliari,2.05,3.5,3.6,2.0,1.9,-0.5,2.1,1.83,1,0,H,11,9,2,1,0,0,14:00,H,2023/2024
2024-03-16,Udinese,Torino,2.8,2.9,2.8,2.6,1.48,0.0,2.01,1.92,0,1,A,11,17,3,2,0,0,14:00,A,2023/2024
2024-03-16,Salernitana,Lecce,2.9,3.2,2.5,2.1,1.7,0.0,2.14,1.8,0,1,A,9,18,4,3,0,0,17:00,A,2023/2024
2024-03-16,Frosinone,Lazio,3.5,3.4,2.15,1.87,2.03,0.25,2.06,1.87,1,1,D,10,15,1,3,0,0,19:45,A,2023/2024
2024-03-17,Juventus,Genoa,1.5,4.0,7.0,2.2,1.65,-1.0,1.95,1.98,0,0,D,11,11,4,1,1,0,11:30,D,2023/2024
2024-03-17,Verona,Milan,5.25,3.75,1.7,2.05,1.85,0.75,1.98,1.95,0,1,A,9,8,1,3,0,0,14:00,A,2023/2024
2024-03-17,Roma,Sassuolo,1.36,4.75,8.0,1.6,2.3,-1.25,1.85,2.08,0,0,D,11,10,2,1,0,0,17:00,H,2023/2024
2024-03-17,Inter,Napoli,1.57,4.0,6.0,1.73,2.08,-1.0,2.03,1.9,1,0,H,19,6,2,1,0,0,19:45,D,2023/2024
2024-03-30,Napoli,Atalanta,2.1,3.6,3.4,1.8,2.0,-0.25,1.85,2.05,0,2,A,6,13,2,2,0,0,11:30,A,2023/2024
2024-03-30,Genoa,Frosinone,1.95,3.6,3.8,2.05,1.85,-0.5,1.98,1.92,1,1,D,16,11,2,1,0,0,14:00,D,2023/2024
2024-03-30,Torino,Monza,1.83,3.4,4.75,2.3,1.6,-0.5,1.84,2.06,0,0,D,9,11,0,3,0,1,14:00,H,2023/2024
2024-03-30,Lazio,Juventus,3.1,3.1,2.45,2.35,1.57,0.25,1.8,2.1,0,0,D,12,10,1,2,0,0,17:00,H,2023/2024
2024-03-30,Fiorentina,Milan,2.88,3.3,2.5,2.01,1.89,0.0,2.07,1.83,0,0,D,8,12,2,3,0,0,19:45,A,2023/2024
2024-04-01,Bologna,Salernitana,1.3,5.5,10.0,1.8,2.0,-1.5,1.93,1.97,2,0,H,11,12,0,3,0,0,11:30,H,2023/2024
2024-04-01,Cagliari,Verona,2.15,3.2,3.6,2.1,1.7,-0.25,1.88,2.02,0,1,A,11,16,0,2,0,0,14:00,D,2023/2024
2024-04-01,Sassuolo,Udinese,2.75,3.25,2.6,2.07,1.83,0.0,2.07,1.83,1,1,D,7,10,1,2,0,0,14:00,D,2023/2024
2024-04-01,Lecce,Roma,4.5,3.5,1.83,2.07,1.83,0.5,2.02,1.88,0,0,D,9,12,3,2,0,0,17:00,D,2023/2024
2024-04-01,Inter,Empoli,1.22,7.0,12.0,1.5,2.5,-1.75,1.78,2.03,1,0,H,14,16,0,2,0,0,19:45,H,2023/2024
2024-04-05,Salernitana,Sassuolo,3.25,3.5,2.2,1.9,2.0,0.25,1.98,1.95,0,2,A,10,13,4,3,0,0,19:45,D,2023/2024
2024-04-06,Milan,Lecce,1.36,4.75,8.5,1.7,2.1,-1.25,1.83,2.1,2,0,H,8,8,1,1,0,1,14:00,H,2023/2024
2024-04-06,Roma,Lazio,2.2,3.1,3.6,2.15,1.67,-0.25,1.91,2.02,1,0,H,14,15,6,3,0,0,17:00,H,2023/2024
2024-04-06,Empoli,Torino,3.5,3.2,2.25,2.5,1.5,0.25,1.99,1.94,1,0,H,13,13,2,1,0,0,19:45,H,2023/2024
2024-04-07,Frosinone,Bologna,4.2,3.5,1.91,1.95,1.95,0.5,2.0,1.93,0,0,D,10,14,1,3,0,0,11:30,D,2023/2024
2024-04-07,Monza,Napoli,4.0,3.8,1.85,1.8,2.0,0.5,2.05,1.88,1,0,H,10,8,3,1,0,0,14:00,A,2023/2024
2024-04-07,Cagliari,Atalanta,4.75,3.8,1.73,1.75,2.05,0.75,1.99,1.94,1,1,D,16,19,3,3,0,0,17:00,H,2023/2024
2024-04-07,Verona,Genoa,2.75,3.0,2.8,2.5,1.5,0.0,1.87,2.06,1,1,D,14,15,3,1,0,0,17:00,A,2023/2024
2024-04-07,Juventus,Fiorentina,1.83,3.4,4.75,2.15,1.67,-0.5,1.87,2.06,1,0,H,16,8,2,1,0,0,19:45,H,2023/2024
2024-04-08,Udinese,Inter,6.5,4.5,1.5,1.75,2.05,1.0,2.05,1.75,1,0,H,11,11,1,2,0,0,19:45,A,2023/2024
2024-04-12,Lazio,Salernitana,1.33,5.0,9.5,1.8,2.0,-1.25,1.86,2.07,3,1,H,15,10,0,1,0,0,19:45,H,2023/2024
2024-04-13,Lecce,Empoli,2.25,3.1,3.6,2.3,1.62,-0.25,1.93,1.97,0,0,D,18,15,1,0,0,0,14:00,H,2023/2024
