Round,Round Name,HomeTeam,AwayTeam,UTC Time,Finished,Started,Cancelled,Awarded,Match Status,FTHG,FTAG
30,30,Genoa,Frosinone,2024-03-30T14:00:00Z,True,True,False,False,Full-Time,1,1
30,30,Torino,Monza,2024-03-30T14:00:00Z,True,True,False,False,Full-Time,1,0
30,30,Lazio,Juventus,2024-03-30T17:00:00Z,True,True,False,False,Full-Time,1,0
30,30,Fiorentina,Milan,2024-03-30T19:45:00Z,True,True,False,False,Full-Time,1,2
30,30,Bologna,Salernitana,2024-04-01T10:30:00Z,True,True,False,False,Full-Time,3,0
30,30,Cagliari,Verona,2024-04-01T13:00:00Z,True,True,False,False,Full-Time,1,1
30,30,Sassuolo,Udinese,2024-04-01T13:00:00Z,True,True,False,False,Full-Time,1,1
30,30,Lecce,Roma,2024-04-01T16:00:00Z,True,True,False,False,Full-Time,0,0
30,30,Inter,Empoli,2024-04-01T18:45:00Z,True,True,False,False,Full-Time,2,0
31,31,Salernitana,Sassuolo,2024-04-05T18:45:00Z,True,True,False,False,Full-Time,2,2
31,31,Milan,Lecce,2024-04-06T13:00:00Z,True,True,False,False,Full-Time,3,0
31,31,Roma,Lazio,2024-04-06T16:00:00Z,True,True,False,False,Full-Time,1,0
31,31,Empoli,Torino,2024-04-06T18:45:00Z,True,True,False,False,Full-Time,3,2
31,31,Frosinone,Bologna,2024-04-07T10:30:00Z,True,True,False,False,Full-Time,0,0
31,31,Monza,Napoli,2024-04-07T13:00:00Z,True,True,False,False,Full-Time,2,4
31,31,Cagliari,Atalanta,2024-04-07T16:00:00Z,True,True,False,False,Full-Time,2,1
31,31,Verona,Genoa,2024-04-07T16:00:00Z,True,True,False,False,Full-Time,1,2
31,31,Juventus,Fiorentina,2024-04-07T18:45:00Z,True,True,False,False,Full-Time,1,0
31,31,Udinese,Inter,2024-04-08T18:45:00Z,True,True,False,False,Full-Time,1,2
32,32,Lazio,Salernitana,2024-04-12T18:45:00Z,True,True,False,False,Full-Time,4,1
32,32,Lecce,Empoli,2024-04-13T13:00:00Z,True,True,False,False,Full-Time,1,0
32,32,Torino,Juventus,2024-04-13T16:05:00Z,True,True,False,False,Full-Time,0,0
32,32,Bologna,Monza,2024-04-13T18:45:00Z,True,True,False,False,Full-Time,0,0
32,32,Napoli,Frosinone,2024-04-14T10:30:00Z,True,True,False,False,Full-Time,2,2
32,32,Sassuolo,Milan,2024-04-14T13:00:00Z,True,True,False,False,Full-Time,3,3
32,32,Inter,Cagliari,2024-04-14T18:45:00Z,True,True,False,False,Full-Time,2,2
32,32,Fiorentina,Genoa,2024-04-15T16:30:00Z,True,True,False,False,Full-Time,1,1
32,32,Atalanta,Verona,2024-04-15T18:45:00Z,True,True,False,False,Full-Time,2,2
33,33,Genoa,Lazio,2024-04-19T16:30:00Z,True,True,False,False,Full-Time,0,1
33,33,Cagliari,Juventus,2024-04-19T18:45:00Z,True,True,False,False,Full-Time,2,2
33,33,Empoli,Napoli,2024-04-20T16:00:00Z,True,True,False,False,Full-Time,1,0
33,33,Verona,Udinese,2024-04-20T18:45:00Z,True,True,False,False,Full-Time,1,0
33,33,Sassuolo,Lecce,2024-04-21T10:30:00Z,True,True,False,False,Full-Time,0,3
33,33,Torino,Frosinone,2024-04-21T13:00:00Z,True,True,False,False,Full-Time,0,0
33,33,Salernitana,Fiorentina,2024-04-21T16:00:00Z,True,True,False,False,Full-Time,0,2
33,33,Monza,Atalanta,2024-04-21T18:45:00Z,True,True,False,False,Full-Time,1,2
33,33,Roma,Bologna,2024-04-22T16:30:00Z,True,True,False,False,Full-Time,1,3
33,33,Milan,Inter,2024-04-22T18:45:00Z,True,True,False,False,Full-Time,1,2
32,32,Udinese,Roma,2024-04-25T18:00:00Z,True,True,False,False,Full-Time,1,2
34,34,Frosinone,Salernitana,2024-04-26T18:45:00Z,True,True,False,False,Full-Time,3,0
34,34,Lecce,Monza,2024-04-27T13:00:00Z,True,True,False,False,Full-Time,1,1
34,34,Juventus,Milan,2024-04-27T16:00:00Z,True,True,False,False,Full-Time,0,0
34,34,Lazio,Verona,2024-04-27T18:45:00Z,True,True,False,False,Full-Time,1,0
34,34,Inter,Torino,2024-04-28T10:30:00Z,True,True,False,False,Full-Time,2,0
34,34,Bologna,Udinese,2024-04-28T13:00:00Z,True,True,False,False,Full-Time,1,1
34,34,Atalanta,Empoli,2024-04-28T16:00:00Z,True,True,False,False,Full-Time,2,0
34,34,Napoli,Roma,2024-04-28T16:00:00Z,True,True,False,False,Full-Time,2,2
34,34,Fiorentina,Sassuolo,2024-04-28T18:45:00Z,True,True,False,False,Full-Time,5,1
34,34,Genoa,Cagliari,2024-04-29T18:45:00Z,True,True,False,False,Full-Time,3,0
35,35,Torino,Bologna,2024-05-03T18:45:00Z,True,True,False,False,Full-Time,0,0
35,35,Monza,Lazio,2024-05-04T16:00:00Z,True,True,False,False,Full-Time,2,2
35,35,Sassuolo,Inter,2024-05-04T18:45:00Z,True,True,False,False,Full-Time,1,0
35,35,Cagliari,Lecce,2024-05-05T10:30:00Z,True,True,False,False,Full-Time,1,1
35,35,Empoli,Frosinone,2024-05-05T13:00:00Z,True,True,False,False,Full-Time,0,0
35,35,Verona,Fiorentina,2024-05-05T13:00:00Z,True,True,False,False,Full-Time,2,1
35,35,Milan,Genoa,2024-05-05T16:00:00Z,True,True,False,False,Full-Time,3,3
35,35,Roma,Juventus,2024-05-05T18:45:00Z,True,True,False,False,Full-Time,1,1
35,35,Salernitana,Atalanta,2024-05-06T16:00:00Z,True,True,False,False,Full-Time,1,2
35,35,Udinese,Napoli,2024-05-06T18:45:00Z,True,True,False,False,Full-Time,1,1
36,36,Frosinone,Inter,2024-05-10T18:45:00Z,True,True,False,False,Full-Time,0,5
36,36,Napoli,Bologna,2024-05-11T16:00:00Z,True,True,False,False,Full-Time,0,2
36,36,Milan,Cagliari,2024-05-11T18:45:00Z,True,True,False,False,Full-Time,5,1
36,36,Lazio,Empoli,2024-05-12T10:30:00Z,True,True,False,False,Full-Time,2,0
36,36,Genoa,Sassuolo,2024-05-12T13:00:00Z,True,True,False,False,Full-Time,2,1
36,36,Verona,Torino,2024-05-12T13:00:00Z,True,True,False,False,Full-Time,1,2
36,36,Juventus,Salernitana,2024-05-12T16:00:00Z,True,True,False,False,Full-Time,1,1
36,36,Atalanta,Roma,2024-05-12T18:45:00Z,True,True,False,False,Full-Time,2,1
36,36,Lecce,Udinese,2024-05-13T16:30:00Z,True,True,False,False,Full-Time,0,2
36,36,Fiorentina,Monza,2024-05-13T18:45:00Z,True,True,False,False,Full-Time,2,1
37,37,Fiorentina,Napoli,2024-05-17T18:45:00Z,True,True,False,False,Full-Time,2,2
37,37,Lecce,Atalanta,2024-05-18T16:00:00Z,True,True,False,False,Full-Time,0,2
37,37,Torino,Milan,2024-05-18T18:45:00Z,True,True,False,False,Full-Time,3,1
37,37,Sassuolo,Cagliari,2024-05-19T10:30:00Z,True,True,False,False,Full-Time,0,2
37,37,Monza,Frosinone,2024-05-19T13:00:00Z,True,True,False,False,Full-Time,0,1
37,37,Udinese,Empoli,2024-05-19T13:00:00Z,True,True,False,False,Full-Time,1,1
37,37,Inter,Lazio,2024-05-19T16:00:00Z,True,True,False,False,Full-Time,1,1
37,37,Roma,Genoa,2024-05-19T18:45:00Z,True,True,False,False,Full-Time,1,0
37,37,Salernitana,Verona,2024-05-20T16:30:00Z,True,True,False,False,Full-Time,1,2
37,37,Bologna,Juventus,2024-05-20T18:45:00Z,True,True,False,False,Full-Time,3,3
38,38,Cagliari,Fiorentina,2024-05-23T18:45:00Z,True,True,False,False,Full-Time,2,3
38,38,Genoa,Bologna,2024-05-24T18:45:00Z,True,True,False,False,Full-Time,2,0
38,38,Juventus,Monza,2024-05-25T16:00:00Z,True,True,False,False,Full-Time,2,0
38,38,Milan,Salernitana,2024-05-25T18:45:00Z,True,True,False,False,Full-Time,3,3
38,38,Atalanta,Torino,2024-05-26T16:00:00Z,True,True,False,False,Full-Time,3,0
38,38,Napoli,Lecce,2024-05-26T16:00:00Z,True,True,False,False,Full-Time,0,0
38,38,Empoli,Roma,2024-05-26T18:45:00Z,True,True,False,False,Full-Time,2,1
38,38,Frosinone,Udinese,2024-05-26T18:45:00Z,True,True,False,False,Full-Time,0,1
38,38,Verona,Inter,2024-05-26T18:45:00Z,True,True,False,False,Full-Time,2,2
38,38,Lazio,Sassuolo,2024-05-26T18:45:00Z,True,True,False,False,Full-Time,1,1
29,29,Atalanta,Fiorentina,2024-06-02T16:00:00Z,True,True,False,False,Full-Time,2,3
